event_id,datetime,session,rubric_version,ltf_state,ltf_dir,quality,compress,expansion,exhaust,htf1_state,htf1_dir,htf2_state,htf2_dir,sync,context,memory,tag,outcome_dir,outcome_atr,notes,screenshot
92,2025-10-21T14:30,Tokyo,v0.4,TRAVERSAL,DOWN,60,19,19,42,NEUTRAL,UP,NEUTRAL,UP,TRANSITION,Direction Conflict,6,CONFIRMED,SIDEWAYS,0.9,"-MFE: 0.9
-Time-filter: end-session: Yes, End-Tokyo Session
-Q-HIGH : FAILED state with Quality > 60
-Pattern 5 (WRONG events look different): the bar signal touches these dots lines, they're the channel for the 60M then retraces a few points before closing the bar, the next 6 bars never crossed the 60M channel levels within the 6 bars rule.
",event_092_signal.jpg | event_092_outcome.jpg
93,2025-10-21T16:30,London,v0.4,TRAVERSAL,DOWN,72,10,27,27,TRAVERSAL,UP,NEUTRAL,UP,TRANSITION,Direction Conflict,7,LED,DOWN,4.4,"Maybe: -Pattern 2 : ""pre-signal Equilibrium Drift, Dir: Flat-: yes, approx 4  bars""
",event_093_signal.jpg | event_093_outcome.jpg
94,2025-10-21T17:20,London,v0.4,EXPANSION,DOWN,41,27,59,40,TRAVERSAL,UP,NEUTRAL,UP,TRANSITION,Direction Conflict,8,WRONG,UP,0.5,-MAE: 0.5,event_094_signal.jpg | event_094_outcome.jpg
95,2025-10-21T18:00,London,v0.4,TRAVERSAL,DOWN,62,27,42,30,TRAVERSAL,UP,NEUTRAL,UP,TRANSITION,Direction Conflict,8,LED,DOWN,1.4,,event_095_signal.jpg | event_095_outcome.jpg
96,2025-10-21T19:15,London,v0.4,TRAVERSAL,DOWN,67,16,28,14,NEUTRAL,UP,NEUTRAL,UP,TRANSITION,Direction Conflict,8,WRONG,UP,1.7,-MAE: 1.7,event_096_signal.jpg | event_096_outcome.jpg
97,2025-10-21T20:55,London,v0.4,FAILED,UP,32,42,8,30,FAILED,FLAT,NEUTRAL,UP,MIXED,Mixed,8,LED,DOWN,5.1,"-Time-filter: end-session: Yes, End-London Session Pre-NY",event_097_signal.jpg | event_097_outcome.jpg
98,2025-10-21T09:50,NY,v0.4,TRAVERSAL,DOWN,71,15,27,20,NEUTRAL,FLAT,NEUTRAL,UP,CONFLICT,Mixed,8,LED,DOWN,1.7,"-Time-filter: pre-session: Yes, Pre-New York Session",event_098_signal.jpg | event_098_outcome.jpg
99,2025-10-21T10:25,NY,v0.4,TRAVERSAL,DOWN,65,20,16,20,NEUTRAL,FLAT,NEUTRAL,UP,CONFLICT,Mixed,8,WRONG,UP,2.2,"-MFE: 0.9 then -MAE: 2.2atr
-Q-HIGH : Traversal state with Quality > 60
-""Pattern 11: large move already complete · post-move trap""


",event_099_signal.jpg | event_099_outcome.jpg
100,2025-10-21T10:45,NY,v0.4,TRAVERSAL,DOWN,56,8,36,10,TRAVERSAL,DOWN,TRAVERSAL,UP,TRANSITION,Macro Aligned,8,LED,DOWN,5.5,,event_100_signal.jpg | event_100_outcome.jpg
101,2026-01-05T09:05,Tokyo,v0.4,TRAVERSAL,UP,57,12,46,17,NEUTRAL,FLAT,NEUTRAL,DOWN,CONFLICT,Mixed,9,LED,UP,3.5,"Day open on a gap to the upside, i Tagg the first signal on the Tokyo session open.
-MAE: 0  
-Memory zones at signal: Yes. Sparse Exhaustion (failed) from the previous day",event_101_signal.jpg | event_101_outcome.jpg
102,2026-01-05T11:55,Tokyo,v0.4,TRAVERSAL,DOWN,58,32,18,32,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Direction Conflict,9,WRONG,SIDEWAYS,0.9,"-MAE: 0.9
-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 33",event_102_signal.jpg | event_102_outcome.jpg
103,2026-01-05T12:55,Tokyo,v0.4,TRAVERSAL,DOWN,58,30,18,19,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Direction Conflict,9,WRONG,SIDEWAYS,1.2,"-MAE: 1.2
-Memory zones at signal:  yes / sparse (blue zone) 
-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 33
",event_103_signal.jpg | event_103_outcome.jpg
104,2026-01-05T13:35,Tokyo,v0.4,COMPRESSION,DOWN,30,56,8,35,TRAVERSAL,UP,NEUTRAL,DOWN,TRANSITION,Consolidation,9,CONFIRMED,,,pre-signal coil: yes · Context: Consolidation · Dir Align 33 · Q LOW · 60m-240m HTF split,event_104_signal.jpg | event_104_outcome.jpg
105,2026-01-05T16:25,Tokyo,v0.4,FAILED,UP,39,36,19,32,FAILED,UP,NEUTRAL,DOWN,TRANSITION,Mixed,10,WRONG,UP,1,"-MAE: 1
-Pattern 5 (WRONG events look different):  Price is mid-channel, not at a rail
",event_105_signal.jpg | event_105_outcome.jpg
106,2026-01-05T17:15,London,v0.4,TRAVERSAL,UP,55,17,19,21,FAILED,UP,NEUTRAL,DOWN,TRANSITION,Mixed,9,LED,UP,1.5,-MAE: 0.8 then -MFE: 1.5,event_106_signal.jpg | event_106_outcome.jpg
107,2026-01-05T18:20,London,v0.4,TRAVERSAL,UP,59,20,16,29,TRAVERSAL,UP,NEUTRAL,DOWN,TRANSITION,Macro Aligned,9,LED,UP,1.3,,event_107_signal.jpg | event_107_outcome.jpg
108,2026-01-05T19:50,London,v0.4,TRAVERSAL,UP,55,18,31,21,TRAVERSAL,UP,NEUTRAL,DOWN,TRANSITION,Macro Aligned,9,WRONG,DOWN,3.5,-MAE: 3.5,event_108_signal.jpg | event_108_outcome.jpg
109,2026-01-05T20:25,London,v0.4,TRAVERSAL,DOWN,57,11,10,44,TRAVERSAL,UP,TRAVERSAL,DOWN,TRANSITION,Direction Conflict,9,WRONG,UP,1.8,-MAE: 1.8,event_109_signal.jpg | event_109_outcome.jpg
110,2026-01-05T21:05,London,v0.4,EXHAUSTION,DOWN,43,36,14,61,TRAVERSAL,UP,TRAVERSAL,DOWN,TRANSITION,Pullback in Trend,6,WRONG,DOWN,1.2,-MAE: 1.2,event_110_signal.jpg | event_110_outcome.jpg
111,2026-01-05T21:40,London,v0.4,TRAVERSAL,DOWN,77,16,12,41,TRAVERSAL,UP,TRAVERSAL,DOWN,TRANSITION,Direction Conflict,6,LED,SIDEWAYS,1,"-MFE: 1 then -MAE: 2
-Time-filter: pre-session: Yes, Pre-New York Session
",event_111_signal.jpg | event_111_outcome.jpg
112,2026-01-05T22:15,NY,v0.4,FAILED,DOWN,40,10,20,19,NEUTRAL,UP,TRAVERSAL,DOWN,TRANSITION,Direction Conflict,6,WRONG,DOWN,3,"-MAE: 3
-Pattern 5 (WRONG events look different):  Price is mid-channel, not at a rail ",event_112_signal.jpg | event_112_outcome.jpg
113,2026-01-05T23:10,NY,v0.4,TRAVERSAL,UP,57,12,18,40,TRAVERSAL,UP,TRAVERSAL,DOWN,TRANSITION,Mixed,6,WRONG,DOWN,1.6,-MAE: 1.6,event_113_signal.jpg | event_113_outcome.jpg
114,2026-01-05T23:45,NY,v0.4,TRAVERSAL,UP,68,10,22,41,NEUTRAL,UP,TRAVERSAL,DOWN,TRANSITION,Mixed,6,LED,UP,2.7,,event_114_signal.jpg | event_114_outcome.jpg
115,2026-01-05T12:06,NY,v0.4,EXHAUSTION,UP,48,22,44,63,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Mixed,7,LED,DOWN,2.5,,event_115_signal.jpg | event_115_outcome.jpg
116,2026-01-05T13:05,NY,v0.4,FAILED,UP,53,14,22,18,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Mixed,8,WRONG,UP,1,-MAE: 1,event_116_signal.jpg | event_116_outcome.jpg
117,2026-01-06T14:00,NY,v0.4,TRAVERSAL,UP,56,12,16,20,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Mixed,8,LED,UP,2.2,"-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 33 
bearish bar signal fired traversal arrow to the up side.",event_117_signal.jpg | event_117_outcome.jpg
118,2026-01-06T15:45,NY,v0.4,FAILED,DOWN,43,40,19,18,NEUTRAL,UP,NEUTRAL,DOWN,TRANSITION,Direction Conflict,7,LED,DOWN,2.2,-MAE: 0.8 then -MFE: 2.2,event_118_signal.jpg | event_118_outcome.jpg
119,2026-01-06T16:15,NY,v0.4,COMPRESSION,FLAT,23,57,8,52,NEUTRAL,UP,NEUTRAL,FLAT,TRANSITION,Mixed,7,CONFIRMED,UP,1,-Compression Coil signal is Flat,event_119_signal.jpg | event_119_outcome.jpg
120,2026-01-06T09:00,Tokyo,v0.4,FAILED,DOWN,50,36,27,51,TRAVERSAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,LED,UP,1.1,"-MAE: 0.7 then -MFE: 1.1
-Tokyo-open: first bar",event_120_signal.jpg | event_120_outcome.jpg
121,2026-01-06T09:30,Tokyo,v0.4,TRAVERSAL,DOWN,60,20,22,49,TRAVERSAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,LED,DOWN,2.1,,event_121_signal.jpg | event_121_outcome.jpg
122,2026-01-06T10:40,Tokyo,v0.4,FAILED,DOWN,40,20,20,37,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,LED,UP,4.2,,event_122_signal.jpg | event_122_outcome.jpg
123,2026-01-06T14:50,Tokyo,v0.4,TRAVERSAL,DOWN,55,19,33,39,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,10,LED,DOWN,1.6,,event_123_signal.jpg | event_123_outcome.jpg
124,2026-01-06T16:00,London,v0.4,FAILED,DOWN,65,49,8,38,TRAVERSAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,LED,UP,1.3,-London-open: first bar,event_124_signal.jpg | event_124_outcome.jpg
125,2026-01-06T17:30,London,v0.4,FAILED,UP,26,34,19,45,NEUTRAL,UP,NEUTRAL,FLAT,MIXED,Mixed,11,LED,DOWN,1.6,-MAE: 0.5 then -MFE: 1.6,event_125_signal.jpg | event_125_outcome.jpg
126,2026-01-06T18:15,London,v0.4,EXHAUSTION,FLAT,70,15,10,61,NEUTRAL,UP,NEUTRAL,FLAT,TRANSITION,Mixed,11,WRONG,DOWN,2.1,"-MAE: 0.6 then -MFE: 2.1
-exhaust-flat-arrow
-FLAT arrow — direction inferred from prior DOWN move · orange zone interaction · pre-signal coil: yes · Q70 Exhaust 61 dual-condition met · HTF neutral both · red zone resistance 4,473-
-exhaust-flat-arrow · orange zone interaction · MFE < 0.5 ATR · MAE present",event_126_signal.jpg | event_126_outcome.jpg
127,2026-01-06T18:40,NY,v0.4,EXHAUSTION,DOWN,56,27,19,70,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,WRONG,DOWN,3.4,"-MAE: 3.4
-Memory zones at signal:  yes dense",event_127_signal.jpg | event_127_outcome.jpg
128,2026-01-06T18:45,London,v0.4,TRAVERSAL,DOWN,79,8,21,56,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,LED,DOWN,1,,event_128_signal.jpg | event_128_outcome.jpg
129,2026-01-06T18:50,London,v0.4,EXHAUSTION,DOWN,61,12,24,68,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,WRONG,DOWN,1.5,"-MAE: 1.5
",event_129_signal.jpg | event_129_outcome.jpg
130,2026-01-06T19:50,London,v0.4,FAILED,DOWN,44,29,22,34,NEUTRAL,UP,NEUTRAL,FLAT,CONFLICT,Direction Conflict,11,CONFIRMED,SIDEWAYS,0.5,-MAE: 0.5 then -MFE: 0.5 ,event_130_signal.jpg | event_130_outcome.jpg
131,2026-01-06T20:40,London,v0.4,TRAVERSAL,UP,61,16,18,40,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,LAGGED,SIDEWAYS,0.5,"-Q-HIGH : SIDEWAYS state with Quality > 60
",event_131_signal.jpg | event_131_outcome.jpg
132,2026-01-06T21:20,NY,v0.4,TRAVERSAL,UP,62,17,16,25,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,WRONG,DOWN,1.8,"-MAE: 1.8
-Q-HIGH : FAILED state with Quality > 60
-Memory zones at signal:  yes dense (BLUE/RED zones)
-Time-filter: pre-session: Yes, (40minutes before NY open) Pre-New York Session",event_132_signal.jpg | event_132_outcome.jpg
133,2026-01-06T23:00,NY,v0.4,FAILED,UP,34,27,12,28,NEUTRAL,UP,TRAVERSAL,UP,TRANSITION,Mixed,11,WRONG,UP,1.2,-MAE: 1.2,event_133_signal.jpg | event_133_outcome.jpg
134,2026-01-06T23:15,NY,v0.4,TRAVERSAL,UP,55,12,20,15,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,LED,UP,3.8,-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 100 (Bearish bar with a Clean Traversal fired signal and arrow to the up side),event_134_signal.jpg | event_134_outcome.jpg
135,2026-01-06T23:30,NY,v0.4,TRAVERSAL,UP,73,12,14,23,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,LED,UP,2.2,,event_135_signal.jpg | event_135_outcome.jpg
136,2026-01-07T12:10,NY,v0.4,TRAVERSAL,UP,63,14,27,11,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,WRONG,DOWN,2.8,"-MAE: 2.8
-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 100 (bearish bar whit state Clean Traversal, arrow to the upside)  
-Q-HIGH : FAILED state with Quality > 60
-Pattern 5 (WRONG events look different):  Price is mid-channel, not at a rail",event_136_signal.jpg | event_136_outcome.jpg
137,2026-01-07T13:20,NY,v0.4,TRAVERSAL,UP,65,24,18,22,NEUTRAL,UP,TRAVERSAL,UP,MIXED,Mixed,11,LED,UP,1,,event_137_signal.jpg | event_137_outcome.jpg
138,2026-01-07T15:15,NY,v0.4,FAILED,FLAT,38,38,8,29,NEUTRAL,UP,TRAVERSAL,UP,TRANSITION,Mixed,11,LED,DOWN,2.1,"-Failed Traversal-flat-arrow (However market trend to the up side, I'm considering failing to the up side.please double check this case)",event_138_signal.jpg | event_138_outcome.jpg
139,2026-01-07T09:05,Tokyo,v0.4,FAILED,UP,47,23,25,37,NEUTRAL,UP,TRAVERSAL,UP,TRANSITION,Mixed,10,WRONG,UP,1,-MFE: 0.8 then -MAE: 1 ,event_139_signal.jpg | event_139_outcome.jpg
140,2026-01-07T16:58,Tokyo,v0.4,TRAVERSAL,DOWN,57,8,28,51,DRIFT,FLAT,TRAVERSAL,UP,CONFLICT,Mixed,10,LED,DOWN,2,,event_140_signal.jpg | event_140_outcome.jpg
141,2026-01-07T10:10,Tokyo,v0.4,EXHAUSTION,DOWN,54,6,38,60,DRIFT,FLAT,TRAVERSAL,UP,CONFLICT,Mixed,11,LED,UP,1.5,,event_141_signal.jpg | event_141_outcome.jpg
142,2026-01-07T10:30,Tokyo,v0.4,TRAVERSAL,DOWN,63,6,46,39,DRIFT,FLAT,TRAVERSAL,UP,CONFLICT,Mixed,10,WRONG,UP,1,-MAE: 1 then -MFE: 1,event_142_signal.jpg | event_142_outcome.jpg
143,2026-01-07T11:20,Tokyo,v0.4,FAILED,DOWN,41,22,29,19,NEUTRAL,FLAT,TRAVERSAL,UP,CONFLICT,Mixed,9,LED,UP,1.5,,event_143_signal.jpg | event_143_outcome.jpg
144,2026-01-07T13:05,Tokyo,v0.4,TRAVERSAL,UP,70,25,8,25,NEUTRAL,DOWN,NEUTRAL,UP,TRANSITION,Direction Conflict,9,WRONG,DOWN,2.2,"-MAE: 2.2
-Memory zones at signal:  yes / Sparce
-Bar-arrow-conflict · Pattern 11 candidate · Direction Conflict context · Dir Align 33
",event_144_signal.jpg | event_144_outcome.jpg
145,2026-01-07T14:20,Tokyo,v0.4,FAILED,FLAT,47,29,8,15,NEUTRAL,DOWN,NEUTRAL,UP,CONFLICT,Mixed,9,WRONG,DOWN,6.8,"-Memory zones at signal:  yes  (Orange)
-Failed Traversal-flat-arrow (However market trend to the up side,please double check this case)
-Pattern 2 : (MAYBE?)",event_145_signal.jpg | event_145_outcome.jpg
146,2026-01-07T14:30,Tokyo,v0.4,TRAVERSAL,DOWN,60,25,22,35,NEUTRAL,DOWN,NEUTRAL,UP,TRANSITION,Mixed,9,LED,DOWN,2.2,"pre-signal coil: yes, [3] bars
memory zones at signal: yes sparse (orange)
htf-rail: yes (touching 3 bars after the bar signal)",event_146_signal.jpg | event_146_outcome.jpg
147,2026-01-07T16:05,London,v0.4,TRAVERSAL,DOWN,59,10,20,19,NEUTRAL,DOWN,NEUTRAL,UP,TRANSITION,Mixed,9,WRONG,UP,1.5,"bar-arrow-conflict (bullish bar whit bearish signal)
rail: yes
MAE [1.5] ATR",event_147_signal.jpg | event_147_outcome.jpg
148,2026-01-07T16:40,London,v0.4,TRAVERSAL,UP,57,28,13,41,NEUTRAL,DOWN,NEUTRAL,UP,TRANSITION,Direction Conflict,9,LED,UP,1.6,"bar-arrow-conflict (bearish bar whit bullish signal)
rail: no
",event_148_signal.jpg | event_148_outcome.jpg
149,2026-01-07T17:30,London,v0.4,TRAVERSAL,UP,62,19,17,34,TRAVERSAL,DOWN,NEUTRAL,DOWN,TRANSITION,Direction Conflict,9,LED,UP,1.8,"pre-signal coil: yes, [4] bars
memory zones at signal: yes dense (Blue and red zones)
",event_149_signal.jpg | event_149_outcome.jpg
150,2026-01-07T18:30,London,v0.4,FAILED,UP,46,21,8,28,NEUTRAL,DOWN,NEUTRAL,DOWN,TRANSITION,Direction Conflict,9,CONFIRMED,SIDEWAYS,0.7,"MFE [0.7] ATR then 
MAE [0.5] ATR
htf-rail: no
zone-type-diversity: multi
Q: [46] (low Q = good for FAILED)",event_150_signal.jpg | event_150_outcome.jpg
